work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,salary_range
2023,Senior-level,Full-time,Data Engineer,150000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,130000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,140000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,110000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,90000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,75000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Research Scientist,195895,United Kingdom,On-site,United Kingdom,Medium,150K–200K
2023,Mid-level,Full-time,Research Scientist,102772,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,240000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,183600,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Specialist,130000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Specialist,80000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,250000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analytics Manager,160000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analytics Manager,120000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,289076,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,202353,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,155000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,200000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,157750,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,104650,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Scientist,180000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,140000,United States,Remote,United States,Medium,100K–150K
2023,Executive-level,Full-time,Data Scientist,200000,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Data Scientist,145000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Lead Data Analyst,68000,United States,On-site,United States,Large,50K–100K
2023,Entry-level,Full-time,BI Data Engineer,60000,United States,Remote,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Engineer,125000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,90000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,105000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,90000,United States,Remote,United States,Medium,50K–100K
2023,Entry-level,Full-time,Research Engineer,155000,United States,On-site,United States,Medium,150K–200K
2023,Entry-level,Full-time,Research Engineer,125000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,241000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,181000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,252000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,154000,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Data Architect,180000,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Data Architect,155000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,191765,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,134236,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,146000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,75000,United States,On-site,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Analyst,64200,United States,Remote,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Analyst,56100,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,170000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,208450,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,170550,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Engineer,125000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,100000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Manager,135000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Manager,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,200000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,170000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,171250,Ireland,On-site,Ireland,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,113750,Ireland,On-site,Ireland,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,153600,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,100500,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,115000,Canada,Remote,Canada,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,95000,Canada,Remote,Canada,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,182500,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,121500,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,203100,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,114500,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,72914,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,54685,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Entry-level,Full-time,Data Engineer,92700,United States,Remote,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Engineer,61800,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,130000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,258000,Canada,On-site,Canada,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,190000,Canada,On-site,Canada,Medium,150K–200K
2023,Mid-level,Full-time,Data Architect,167500,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Architect,106500,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,146000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,75000,United States,On-site,United States,Medium,50K–100K
2022,Entry-level,Full-time,Data Engineer,59888,Netherlands,Remote,Netherlands,Large,50K–100K
2023,Executive-level,Full-time,Data Engineer,286000,United States,Remote,United States,Medium,200K+
2023,Executive-level,Full-time,Data Engineer,207000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,80000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,223250,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,178600,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Director of Data Science,353200,United States,On-site,United States,Medium,200K+
2023,Executive-level,Full-time,Director of Data Science,249300,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Machine Learning Scientist,230000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Machine Learning Scientist,220000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,297300,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,198200,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Research Scientist,210000,United States,Remote,United States,Medium,200K+
2023,Mid-level,Full-time,Research Scientist,151800,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,317070,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,170730,United States,On-site,United States,Medium,150K–200K
2023,Entry-level,Full-time,Business Data Analyst,21461,Spain,On-site,Spain,Medium,<25K
2023,Senior-level,Full-time,AI Developer,108000,Ukraine,On-site,Ukraine,Medium,100K–150K
2023,Senior-level,Full-time,AI Developer,60000,Ukraine,On-site,Ukraine,Medium,50K–100K
2023,Mid-level,Full-time,MLOps Engineer,134000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,MLOps Engineer,124000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,171250,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,113750,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,225000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,175000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,230000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,124500,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,175000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,148700,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,125600,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Research Scientist,200000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Research Scientist,150000,United States,On-site,United States,Medium,100K–150K
2023,Entry-level,Full-time,Research Engineer,160000,United States,On-site,United States,Medium,150K–200K
2023,Entry-level,Full-time,Research Engineer,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,185000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,120250,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,183000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,170000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,125000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Research Scientist,250000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Machine Learning Engineer,135000,United States,Hybrid,United States,Large,100K–150K
2023,Senior-level,Full-time,AI Scientist,423834,Israel,On-site,Israel,Large,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,216000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,184000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,180000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,165000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Engineer,143865,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,115092,United States,On-site,United States,Medium,100K–150K
